Variant	Adjectives
Adj_that	certain
Adj_that	clear
Adj_that	possible
Adj_that	possible
Adj_that	surprising
Adj_that	well-known
Adj_that	likely
Adj_that	important
Adj_that	important
Adj_that	clear
Adj_that	unlikely
Adj_that	important
Adj_that	true
Adj_that	important
Adj_that	unlikely
Adj_that	surprising
Adj_that	clear
Adj_that	likely
Adj_that	likely
Adj_that	likely
Adj_that	important
Adj_that	important
Adj_that	important
Adj_that	important
Adj_that	important
Adj_that	likely
Adj_that	important
Adj_that	important
Adj_that	possible
Adj_that	clear
Adj_that	likely
Adj_that	likely
Adj_that	surprising
Adj_that	clear
Adj_that	apparent
Adj_that	unfortunate
Adj_that	reasonable
Adj_that	clear
Adj_that	essential
Adj_that	true
Adj_that	true
Adj_that	clear
Adj_that	understandable
Adj_that	clear
Adj_that	true
Adj_that	surprising
Adj_that	inconceivable
Adj_that	evident
Adj_that	evident
Adj_that	likely
Adj_that	likely
Adj_that	clear
Adj_that	possible
Adj_that	plausible
Adj_that	likely
Adj_that	possible
Adj_that	apparent
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	evident
Adj_that	surprising
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	doubtful
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	likely
Adj_that	evident
Adj_that	clear
Adj_that	unlikely
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	surprising
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	logical
Adj_that	logical
Adj_that	conceivable
Adj_that	possible
Adj_that	important
Adj_that	vital
Adj_that	important
Adj_that	evident
Adj_that	possible
Adj_that	important
Adj_that	possible
Adj_that	likely
Adj_that	surprising
Adj_that	apparent
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	clear
Adj_that	likely
Adj_that	critical
Adj_that	critical
Adj_that	evident
Adj_that	likely
Adj_that	possible
Adj_that	critical
Adj_that	natural
Adj_that	clear
Adj_that	probable
Adj_that	surprising
Adj_that	likely
Adj_that	clear
Adj_that	possible
Adj_that	possible
Adj_that	surprising
Adj_that	imperative
Adj_that	likely
Adj_that	likely
Adj_that	noteworthy
Adj_that	possible
Adj_that	clear
Adj_that	likely
Adj_that	possible
Adj_that	likely
Adj_that	surprising
Adj_that	coincidental
Adj_that	crazy
Adj_that	striking
Adj_that	ironic
Adj_that	interesting
Adj_that	shocking
Adj_that	important
Adj_that	notable
Adj_that	imperative
Adj_that	paradoxical
Adj_that	clear
Adj_that	clear
Adj_that	clear
Adj_that	essential
Adj_that	critical
Adj_that	critical
Adj_that	possible
Adj_that	clear
Adj_that	crucial
Adj_that	clear
Adj_that	likely
Adj_that	clear
Adj_that	sobering
Adj_that	interesting
Adj_that	apparent
Adj_that	apparent
Adj_that	apparent
Adj_that	clear
Adj_that	possible
Adj_that	probable
Adj_that	probable
Adj_that	probable
Adj_that	critical
Adj_that	apparent
Adj_that	clear
Adj_that	unlikely
Adj_that	true
Adj_that	remarkable
Adj_that	likely
Adj_that	frightening
Adj_that	obvious
Adj_that	reasonable
Adj_that	vital
Adj_that	vital
Adj_that	likely
Adj_that	apparent
Adj_that	disappointing
Adj_that	essential
Adj_that	likely
Adj_that	likely
Adj_that	possible
Adj_that	essential
Adj_that	likely
Adj_that	likely
Adj_that	likely
Adj_that	likely
Adj_that	possible
Adj_that	possible
Adj_that	probable
Adj_that	significant
Adj_that	likely
Adj_that	conceivable
Adj_that	possible
Adj_that	possible
Adj_that	clear
Adj_that	surprising
Adj_that	conceivable
Adj_that	surprising
Adj_that	possible
Adj_that	possible
Adj_that	unfortunate
Adj_that	surprising
Adj_that	possible
Adj_that	likely
Adj_that	surprising
Adj_that	possible
Adj_that	unlikely
Adj_that	likely
Adj_that	possible
Adj_that	reassuring
Adj_that	likely
Adj_that	likely
Adj_that	likely
Adj_that	likely
Adj_that	likely
Adj_that	improbable
Adj_that	clear
Adj_that	rare
Adj_that	understandable
Adj_that	clear
Adj_that	clear
Adj_that	possible
Adj_that	plausible
Adj_that	well-known
Adj_that	possible
Adj_that	possible
Adj_that	likely
Adj_that	unlikely
Adj_that	unlikely
Adj_that	important
Adj_that	critical
Adj_that	unfortunate
Adj_that	critical
Adj_that	critical
Adj_that	likely
Adj_that	critical
Adj_that	clear
Adj_that	clear
Adj_that	critical
Adj_that	clear
Adj_that	understandable
Adj_that	likely
Adj_that	essential
Adj_that	clear
Adj_that	true
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	noteworthy
Adj_that	critical
Adj_that	noteworthy
Adj_that	surprising
Adj_that	common
Adj_that	reasonable
Adj_that	likely
Adj_that	true
Adj_that	true
Adj_that	good
Adj_that	crucial
Adj_that	essential
Adj_that	vital
Adj_that	surprising
Adj_that	clear
Adj_that	inevitable
Adj_that	clear
Adj_that	true
Adj_that	unlikely
Adj_that	clear
Adj_that	likely
Adj_that	true
Adj_that	clear
Adj_that	well-known
Adj_that	possible
Adj_that	likely
Adj_that	true
Adj_that	clear
Adj_that	clear
Adj_that	noteworthy
Adj_that	noteworthy
Adj_that	important
Adj_that	clear
Adj_that	surprising
Adj_that	possible
Adj_that	critical
Adj_that	likely
Adj_that	possible
Adj_that	likely
Adj_that	possible
Adj_that	likely
Adj_that	unlikely
Adj_that	logical
Adj_that	possible
Adj_that	surprising
Adj_that	possible
Adj_that	obvious
Adj_that	clear
Adj_that	likely
Adj_that	possible
Adj_that	likely
Adj_that	possible
Adj_that	clear
Adj_that	clear
Adj_that	evident
Adj_that	evident
Adj_that	likely
Adj_that	likely
Adj_that	clear
Adj_that	critical
Adj_that	unlikely
Adj_that	clear
Adj_that	possible
Adj_that	reasonable
Adj_that	clear
Adj_that	natural
Adj_that	vital
Adj_that	likely
Adj_that	noteworthy
Adj_that	surprising
Adj_that	surprising
Adj_that	clear
Adj_that	surprising
Adj_that	clear
Adj_that	striking
Adj_that	true
Adj_that	clear
Adj_that	possible
Adj_that	inconceivable
Adj_that	significant
Adj_that	incidental
Adj_that	true
Adj_that	likely
Adj_that	important
Adj_that	surprising
Adj_that	likely
Adj_that	likely
Adj_that	likely
Adj_that	possible
Adj_that	clear
Adj_that	imperative
Adj_that	unlikely
Adj_that	imperative
Adj_that	likely
Adj_that	natural
Adj_that	clear
Adj_that	unlikely
Adj_that	unlikely
Adj_that	apparent
Adj_that	likely
Adj_that	likely
Adj_that	unlikely
Adj_that	inevitable
Adj_that	surprising
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	true
Adj_that	clear
Adj_that	likely
Adj_that	possible
Adj_that	critical
Adj_that	clear
Adj_that	plausible
Adj_that	possible
Adj_that	likely
Adj_that	likely
Adj_that	obvious
Adj_that	obvious
Adj_that	important
Adj_that	unfortunate
Adj_that	significant
Adj_that	noteworthy
Adj_that	possible
Adj_that	possible
Adj_that	likely
Adj_that	indisputable
Adj_that	clear
Adj_that	possible
Adj_that	likely
Adj_that	arguable
Adj_that	conceivable
Adj_that	evident
Adj_that	likely
Adj_that	unlikely
Adj_that	likely
Adj_that	possible
Adj_that	true
Adj_that	surprising
Adj_that	important
Adj_that	essential
Adj_that	crucial
Adj_that	clear
Adj_that	imperative
Adj_that	obvious
Adj_that	clear
Adj_that	clear
Adj_that	right
Adj_that	likely
Adj_that	apparent
Adj_that	conceivable
Adj_that	unlikely
Adj_that	inevitable
Adj_that	possible
Adj_that	unlikely
Adj_that	doubtful
Adj_that	clear
Adj_that	clear
Adj_that	clear
Adj_that	possible
Adj_that	possible
Adj_that	notable
Adj_that	likely
Adj_that	clear
Adj_that	clear
Adj_that	noteworthy
Adj_that	plausible
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	clear
Adj_that	clear
Adj_that	noteworthy
Adj_that	surprising
Adj_that	surprising
Adj_that	surprising
Adj_that	possible
Adj_that	likely
Adj_that	important
Adj_that	possible
Adj_that	possible
Adj_that	clear
Adj_that	likely
Adj_that	possible
Adj_that	conceivable
Adj_that	unlikely
Adj_that	evident
Adj_that	possible
Adj_that	essential
Adj_that	surprising
Adj_that	imperative
Adj_that	important
Adj_that	possible
Adj_that	clear
Adj_that	likely
Adj_that	important
Adj_that	reasonable
Adj_that	evident
Adj_that	surprising
Adj_that	natural
Adj_that	surprising
Adj_that	undeniable
Adj_that	possible
Adj_that	true
Adj_that	necessary
Adj_that	necessary
Adj_that	evident
Adj_that	possible
Adj_that	surprising
Adj_that	notable
Adj_that	surprising
Adj_that	likely
Adj_that	likely
Adj_that	likely
Adj_that	critical
Adj_that	imperative
Adj_that	possible
Adj_that	conceivable
Adj_that	important
Adj_that	important
Adj_that	surprising
Adj_that	possible
Adj_that	important
Adj_that	essential
Adj_that	appropriate
Adj_that	appropriate
Adj_that	vital
Adj_that	unlikely
Adj_that	amazing
Adj_that	important
Adj_that	important
Adj_that	important
Adj_that	essential
Adj_that	unlikely
Adj_that	surprising
Adj_that	clear
Adj_that	unlikely
Adj_that	unlikely
Adj_that	inconceivable
Adj_that	unlikely
Adj_that	true
Adj_that	surprising
Adj_that	clear
Adj_that	important
Adj_that	unlikely
Adj_that	possible
Adj_that	obvious
Adj_that	likely
Adj_that	unlikely
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	likely
Adj_that	possible
Adj_that	possible
Adj_that	evident
Adj_that	noteworthy
Adj_that	evident
Adj_that	true
Adj_that	certain
Adj_that	possible
Adj_that	unlikely
Adj_that	unlikely
Adj_that	important
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	clear
Adj_that	evident
Adj_that	clear
Adj_that	surprising
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	interesting
Adj_that	critical
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	possible
Adj_that	noteworthy
Adj_that	possible
Adj_that	possible
Adj_that	noteworthy
Adj_that	possible
Adj_to	necessary
Adj_to	important
Adj_to	convenient
Adj_to	important
Adj_to	difficult
Adj_to	easy
Adj_to	easy
Adj_to	hard
Adj_to	unrealistic
Adj_to	important
Adj_to	possible
Adj_to	difficult
Adj_to	useful
Adj_to	difficult
Adj_to	difficult
Adj_to	difficult
Adj_to	difficult
Adj_to	easy
Adj_to	necessary
Adj_to	possible
Adj_to	possible
Adj_to	reasonable
Adj_to	interesting
Adj_to	possible
Adj_to	surprising
Adj_to	difficult
Adj_to	important
Adj_to	essential
Adj_to	difficult
Adj_to	valuable
Adj_to	hard
Adj_to	difficult
Adj_to	difficult
Adj_to	difficult
Adj_to	hard
Adj_to	hard
Adj_to	easy
Adj_to	possible
Adj_to	hard
Adj_to	impossible
Adj_to	possible
Adj_to	nice
Adj_to	difficult
Adj_to	possible
Adj_to	impossible
Adj_to	possible
Adj_to	strange
Adj_to	shocking
Adj_to	easy
Adj_to	fitting
Adj_to	necessary
Adj_to	good
Adj_to	unwise
Adj_to	instructive
Adj_to	necessary
Adj_to	reasonable
Adj_to	reasonable
Adj_to	possible
Adj_to	hard
Adj_to	impossible
Adj_to	difficult
Adj_to	sufficient
Adj_to	difficult
Adj_to	easy
Adj_to	impossible
Adj_to	okay
Adj_to	impossible
Adj_to	interesting
Adj_to	interesting
Adj_to	significant
Adj_to	interesting
Adj_to	natural
Adj_to	easy
Adj_to	rare
Adj_to	difficult
Adj_to	difficult
Adj_to	hard
Adj_to	hard
Adj_to	easy
Adj_to	moral
Adj_to	possible
Adj_to	difficult
Adj_to	inspiring
Adj_to	possible
Adj_to	hard
Adj_to	safe
Adj_to	possible
Adj_to	necessary
Adj_to	necessary
Adj_to	important
Adj_to	possible
Adj_to	worthless
Adj_to	important
Adj_to	impossible
Adj_to	necessary
Adj_to	impossible
Adj_to	interesting
Adj_to	interesting
Adj_to	interesting
Adj_to	reasonable
Adj_to	necessary
Adj_to	necessary
Adj_to	unreasonable
Adj_to	possible
Adj_to	important
Adj_to	important
Adj_to	possible
Adj_to	inappropriate
Adj_to	important
Adj_to	important
Adj_to	impossible
Adj_to	important
Adj_to	difficult
Adj_to	necessary
Adj_to	important
Adj_to	possible
Adj_to	easy
Adj_to	important
Adj_to	important
Adj_to	appropriate
Adj_to	appropriate
Adj_to	interesting
Adj_to	interesting
Adj_to	difficult
Adj_to	important
Adj_to	important
Adj_to	possible
Adj_to	critical
Adj_to	important
Adj_to	impossible
Adj_to	important
Adj_to	important
Adj_to	easy
Adj_to	possible
Adj_to	reasonable
Adj_to	unnecessary
Adj_to	useful
Adj_to	easy
Adj_to	unrealistic
Adj_to	important
Adj_to	necessary
Adj_to	hard
Adj_to	reasonable
Adj_to	difficult
Adj_to	necessary
Adj_to	necessary
Adj_to	necessary
Adj_to	easy
Adj_to	incredible
Adj_to	possible
Adj_to	easy
Adj_to	legitimate
Adj_to	sufficient
Adj_to	difficult
Adj_to	difficult
Adj_to	important
Adj_to	important
Adj_to	unusual
Adj_to	possible
Adj_to	possible
Adj_to	justifiable
Adj_to	fair
Adj_to	fair
Adj_to	easy
Adj_to	impossible
Adj_to	impossible
Adj_to	late
Adj_to	impossible
Adj_to	easy
Adj_to	possible
Adj_to	necessary
Adj_to	possible
Adj_to	important
Adj_to	easy
Adj_to	important
Adj_to	necessary
Adj_to	possible
Adj_to	fair
Adj_to	safe
Adj_to	possible
Adj_to	conceivable
Adj_to	important
Adj_to	hard
Adj_to	important
Adj_to	difficult
Adj_to	helpful
Adj_to	difficult
Adj_to	hard
Adj_to	difficult
Adj_to	easy
Adj_to	necessary
Adj_to	easy
Adj_to	difficult
Adj_to	impossible
Adj_to	important
Adj_to	important
Adj_to	possible
Adj_to	important
Adj_to	reasonable
Adj_to	possible
Adj_to	safe
Adj_to	difficult
Adj_to	hard
Adj_to	hard
Adj_to	reasonable
Adj_to	necessary
Adj_to	important
Adj_to	difficult
Adj_to	imperative
Adj_to	important
Adj_to	unreasonable
Adj_to	appropriate
Adj_to	difficult
Adj_to	early
Adj_to	possible
Adj_to	instructive
Adj_to	important
Adj_to	safe
Adj_to	valuable
Adj_to	important
Adj_to	easy
Adj_to	reasonable
Adj_to	necessary
Adj_to	worthwhile
Adj_to	possible
Adj_to	easy
Adj_to	possible
Adj_to	good
Adj_to	impossible
Adj_to	interesting
Adj_to	necessary
Adj_to	fair
Adj_to	difficult
Adj_to	surprising
Adj_to	necessary
Adj_to	necessary
Adj_to	difficult
Adj_to	imperative
Adj_to	easy
Adj_to	important
Adj_to	helpful
Adj_to	necessary
Adj_to	impossible
Adj_to	easy
Adj_to	difficult
Adj_to	effective
Adj_to	necessary
Adj_to	impossible
Adj_to	impossible
Adj_to	safe
Adj_to	difficult
Adj_to	difficult
Adj_to	impossible
Adj_to	necessary
Adj_to	difficult
Adj_to	impossible
Adj_to	necessary
Adj_to	logical
Adj_to	extraordinary
Adj_to	important
Adj_to	accurate
Adj_to	difficult
Adj_to	possible
Adj_to	impossible
Adj_to	important
Adj_to	necessary
Adj_to	easy
Adj_to	impossible
Adj_to	important
Adj_to	possible
Adj_to	important
Adj_to	important
Adj_to	easy
Adj_to	difficult
Adj_to	logical
Adj_to	unusual
Adj_to	important
Adj_to	important
Adj_to	important
Adj_to	interesting
Adj_to	important
Adj_to	possible
Adj_to	important
Adj_to	incorrect
Adj_to	wrong
Adj_to	interesting
Adj_to	imperative
Adj_to	important
Adj_to	appropriate
Adj_to	reasonable
Adj_to	important
Adj_to	possible
Adj_to	possible
Adj_to	important
Adj_to	practicable
Adj_to	tempting
Adj_to	impossible
Adj_to	possible
Adj_to	important
Adj_to	necessary
Adj_to	interesting
Adj_to	appropriate
Adj_to	reasonable
Adj_to	reasonable
Adj_to	important
Adj_to	important
Adj_to	meaningful
Adj_to	important
Adj_to	necessary
Adj_to	important
Adj_to	difficult
Adj_to	important
Adj_to	difficult
Adj_to	reasonable
Adj_to	preferable
Adj_to	important
Adj_to	important
Adj_to	surprising
Adj_to	important
Adj_to	important
Adj_to	necessary
Adj_to	hard
Adj_to	crucial
Adj_to	hard
Adj_to	odd
Adj_to	important
Adj_to	possible
Adj_to	hard
Adj_to	wonderful
Adj_to	difficult
Adj_to	hard
Adj_to	early
Adj_to	rare
Adj_to	hard
Adj_to	difficult
Adj_to	easy
Adj_to	important
Adj_to	tempting
Adj_to	enough
Adj_to	impossible
Adj_to	hard
Adj_to	hard
Adj_to	difficult
Adj_to	easy
Adj_to	easy
Adj_to	hard
Adj_to	popular
Adj_to	impossible
Adj_to	common
Adj_to	hard
Adj_to	important
Adj_to	easy
Adj_to	important
Adj_to	important
Adj_to	difficult
Adj_to	important
Adj_to	important
Adj_to	important
Adj_to	fair
Adj_to	easy
Adj_to	reasonable
Adj_to	important
Adj_to	possible
Adj_to	interesting
Adj_to	possible
Adj_to	possible
Adj_to	important
Adj_to	important
Adj_to	important
Adj_to	necessary
Adj_to	possible
Adj_to	difficult
Adj_to	meaningful
Adj_to	useful
Adj_to	difficult
Adj_to	reasonable
Adj_to	interesting
Adj_to	important
Adj_to	important
Adj_to	difficult
Adj_to	impossible
Adj_to	interesting
Adj_to	interesting
Adj_to	easy
Adj_to	safe
Adj_to	important
Adj_to	important
Adj_to	crucial
Adj_to	necessary
Adj_to	crucial
Adj_to	unrealistic
Adj_to	important
Adj_to	important
Adj_to	informative
Adj_to	impossible
Adj_to	necessary
Adj_to	useful
Adj_to	wrong
Adj_to	possible
Adj_to	absurd
Adj_to	hilarious
Adj_to	possible
Adj_to	hard
Adj_to	modish
Adj_to	good
Adj_to	good
Adj_to	strange
Adj_to	shocking
Adj_to	right
Adj_to	easy
Adj_to	hard
Adj_to	possible
Adj_to	important
Adj_to	easy
Adj_to	difficult
Adj_to	safe
Adj_to	hard
Adj_to	imperative
Adj_to	accurate
Adj_to	easy
Adj_to	difficult
Adj_to	useful
Adj_to	appropriate
Adj_to	useful
Adj_to	useful
Adj_to	impossible
Adj_to	important
Adj_to	useful
Adj_to	possible
Adj_to	reasonable
Adj_to	reasonable
Adj_to	reasonable
Adj_to	difficult
Adj_to	difficult
Adj_to	cheap
Adj_to	reasonable
Adj_to	impossible
Adj_to	difficult
Adj_to	hard
Adj_to	difficult
Adj_to	possible
Adj_to	useful
Adj_to	wrong
Adj_to	worthwhile
Adj_to	important
Adj_to	hard
Adj_to	impossible
Adj_to	impossible
Adj_to	unacceptable
Adj_to	unusual
Adj_to	easy
Adj_to	constitutional
Adj_to	unconstitutional
Adj_to	unpatriotic
Adj_to	tough
Adj_to	difficult
Adj_to	possible
Adj_to	easy
Adj_to	essential
Adj_to	late
Adj_to	late
Adj_to	hard
Adj_to	prohibitive
Adj_to	bad
Adj_to	wrong
Adj_to	vital
Adj_to	easy
Adj_to	easy
Adj_to	inadvisable
Adj_to	common
Adj_to	early
Adj_to	important
Adj_to	early
Adj_to	counterproductive
Adj_to	easy
Adj_to	easy
Adj_to	easy
Adj_to	possible
Adj_to	safe
Adj_to	prudent
Adj_to	unreasonable
Adj_to	easy
Adj_to	early
Adj_to	possible
Adj_to	important
Adj_to	important
Adj_to	important
Adj_to	possible
Adj_to	important
Adj_to	difficult
Adj_to	important
Adj_to	possible
Adj_to	important
Adj_to	necessary
Adj_to	necessary
Adj_to	hard
Adj_to	difficult
Adj_to	easy
Adj_to	difficult
Adj_to	illogical
Adj_to	important
Adj_to	okay
Adj_to	appropriate
Adj_to	important
Adj_to	safe
Adj_to	important
Adj_to	important
Adj_to	important
Adj_to	important
Adj_to	common
Adj_to	difficult
Adj_to	important
Adj_to	essential
Adj_to	defensible
Adj_to	necessary
Adj_to	cost-effective
Adj_to	important
Adj_to	difficult
Adj_to	difficult
Adj_to	uncommon
Adj_to	uncommon
Adj_to	difficult
Adj_to	tempting
Adj_to	interesting
Adj_to	interesting
Adj_to	premature
Adj_to	adaptive
Adj_to	important
Adj_to	adaptive
Adj_to	important
Adj_to	useful
Adj_to	adaptive
Adj_to	useful
Adj_to	adaptive
Adj_to	adaptive
Adj_to	possible
Adj_to	difficult
Adj_to	important
Adj_to	important
Adj_to	inappropriate
Adj_to	possible
Adj_to	possible
Adj_to	possible
Adj_to	possible
Adj_to	possible
Adj_to	possible
Adj_to	possible
Adj_to	safe
Adj_to	meaningful
Adj_to	important
Adj_to	important
Adj_to	inaccurate
Adj_to	important
Adj_to	important
Adj_to	important
Adj_to	important
Adj_to	difficult
Adj_to	interesting
Adj_to	difficult
Adj_to	possible
Adj_to	imperative
Adj_to	necessary
Adj_to	reasonable
Adj_to	difficult
Adj_to	important
Adj_to	difficult
Adj_to	important
Adj_to	impossible
Adj_to	interesting
Adj_to	important
Adj_to	impossible
Adj_to	easy
Adj_to	difficult
Adj_to	possible
Adj_to	acceptable
Adj_to	blasphemous
Adj_to	difficult
Adj_to	difficult
Adj_to	difficult
Adj_to	hard
Adj_to	plausible
Adj_to	impossible
Adj_to	reasonable
Adj_to	crucial
Adj_to	important
Adj_to	strange
Adj_to	hard
Adj_to	impossible
Adj_to	hard
Adj_to	difficult
Adj_to	impossible
Adj_to	tempting
Adj_to	easy
Adj_to	hard
Adj_to	plausible
Adj_to	important
Adj_to	difficult
Adj_to	plausible
Adj_to	difficult
Adj_to	difficult
Adj_to	easy
Adj_to	difficult
Adj_to	difficult
Adj_to	important
Adj_to	important
Adj_to	difficult
Adj_to	important
Adj_to	easy
Adj_to	uncommon
Adj_to	possible
Adj_to	possible
Adj_to	appropriate
Adj_to	impossible
Adj_to	helpful
Adj_to	easy
Adj_to	important
Adj_to	easy
Adj_to	possible
Adj_to	interesting
Adj_to	easy
Adj_to	easy
Adj_to	unthinkable
Adj_to	hard
Adj_to	common
Adj_to	important
Adj_to	difficult
Adj_to	hard
Adj_to	hard
Adj_to	important
Adj_to	vital
Adj_to	difficult
Adj_to	important
Adj_to	difficult
Adj_to	important
Adj_to	difficult
Adj_to	possible
Adj_to	hard
Adj_to	hard
Adj_to	necessary
Adj_to	difficult
Adj_to	possible
Adj_to	easy
Adj_to	tempting
Adj_to	important
Adj_to	possible
Adj_to	essential
Adj_to	hard
Adj_to	important
Adj_to	possible
Adj_to	inappropriate
Adj_to	possible
Adj_to	important
Adj_to	necessary
Adj_to	interesting
Adj_to	justifiable
Adj_to	good
Adj_to	natural
Adj_to	bad
Adj_to	good
Adj_to	difficult
Adj_to	awkward
Adj_to	possible
Adj_to	important
Adj_to	interesting
Adj_to	fair
Adj_to	fair
Adj_to	possible
Adj_to	easy
Adj_to	difficult
Adj_to	possible
Adj_to	hard
Adj_to	hard
Adj_to	possible
Adj_to	hard
Adj_to	possible
Adj_to	fruitful
Adj_to	possible
Adj_to	possible
Adj_to	important
Adj_to	necessary
Adj_to	interesting
Adj_to	late
Adj_to	controversial
Adj_to	impossible
Adj_to	conjectural
Adj_to	necessary
Adj_to	important
Adj_to	possible
Adj_to	possible
Adj_to	reasonable
Adj_to	important
Adj_to	impossible
Adj_to	difficult
Adj_to	curious
Adj_to	necessary
Adj_to	futile
Adj_to	hard
Adj_to	important
Adj_to	safe
Adj_to	important
Adj_to	unreasonable
Adj_to	easy
Adj_to	difficult
Adj_to	hard
Adj_to	painful
Adj_to	possible
Adj_to	safe
Adj_to	safe
Adj_to	easy
Adj_to	hard
Adj_to	important
Adj_to	important
Adj_to	helpful
Adj_to	helpful
Adj_to	interesting
Adj_to	necessary
Adj_to	undesirable
Adj_to	important
Adj_to	worthwhile
Adj_to	impossible
Adj_to	easy
Adj_to	important
Adj_to	important
Adj_to	easy
Adj_to	hard
Adj_to	necessary
Adj_to	easy
Adj_to	easy
Adj_to	important
Adj_to	difficult
Adj_to	impossible
Adj_to	difficult
Adj_to	important
Adj_to	important
Adj_to	unusual
Adj_to	useful
Adj_to	important
Adj_to	impossible
Adj_to	important
Adj_to	fine
Adj_to	fair
Adj_to	valid
Adj_to	important
Adj_to	difficult
Adj_to	important
Adj_to	mandatory
Adj_to	easy
Adj_to	critical
Adj_to	possible
Adj_to	possible
Adj_to	possible
Adj_to	possible
Adj_to	important
Adj_to	possible
Adj_to	difficult
Adj_to	possible
Adj_to	uncommon
Adj_to	important
Adj_to	difficult
Adj_to	difficult
Adj_to	difficult
Adj_to	impossible
Adj_to	surprising
Adj_to	impossible
Adj_to	helpful
Adj_to	safe
Adj_to	logical
Adj_to	impossible
Adj_to	hard
Adj_to	hard
Adj_to	difficult
Adj_to	possible
Adj_to	important
Adj_to	important
Adj_to	difficult
Adj_to	important
Adj_to	difficult
Adj_to	important
Adj_to	interesting
Adj_to	important
Adj_to	important
Adj_to	important
Adj_to	unusual
Adj_to	mission-critical
Adj_to	helpful
Adj_to	difficult
Adj_to	safe
Adj_to	unreasonable
Adj_to	difficult
Adj_to	easy
Adj_to	prudent
Adj_to	ethical
Adj_to	difficult
Adj_to	difficult
Adj_to	useful
Adj_to	important
Adj_to	important
Adj_to	reasonable
Adj_to	realistic
Adj_to	appropriate
Adj_to	helpful
Adj_to	rare
Adj_to	good
Adj_to	enough
Adj_to	interesting
Adj_to	essential
Adj_to	difficult
Adj_to	necessary
Adj_to	important
Adj_to	difficult
Adj_to	possible
Adj_to	desirable
Adj_to	necessary
Adj_to	appropriate
Adj_to	important
Adj_to	important
Adj_to	advisable
Adj_to	important
Adj_to	good
Adj_to	hard
Adj_to	difficult
Adj_to	expensive
Adj_to	essential
Adj_to	difficult
Adj_to	important
Adj_to	reasonable
Adj_to	necessary
Adj_to	reasonable
Adj_to	critical
Adj_to	easy
Adj_to	hard
Adj_to	possible
Adj_to	difficult
Adj_to	impossible
Adj_to	crucial
Adj_to	nice
Adj_to	okay
Adj_to	easy
Adj_to	unusual
Adj_to	difficult
Adj_to	vital
Adj_to	important
Adj_to	likely
Adj_to	difficult
Adj_to	hard
Adj_to	possible
Adj_to	important
Adj_to	reasonable
Adj_to	illustrative
Adj_to	hard
Adj_to	interesting
Adj_to	possible
Adj_to	safe
Adj_to	important
Adj_to	important
Adj_to	difficult
Adj_to	enough
Adj_to	important
Adj_to	interesting
Adj_to	necessary
Adj_to	safe
Adj_to	necessary
Adj_to	difficult
Adj_to	important
Adj_to	reasonable
Adj_to	instructive
Adj_to	difficult
Adj_to	necessary
Adj_to	interesting
Adj_to	difficult
Adj_to	premature
Adj_to	commonplace
Adj_to	important
Adj_to	easy
Adj_to	difficult
Adj_to	difficult
Adj_to	impossible
Adj_to	difficult
Adj_to	difficult
Adj_to	hard
Adj_to	impossible
Adj_to	hard
Adj_to	possible
Adj_to	efficient
Adj_to	possible
Adj_to	difficult
Adj_to	important
Adj_to	crucial
Adj_to	fair
Adj_to	hard
Adj_to	critical
Adj_to	important
Adj_to	impossible
Adj_to	impossible
Adj_to	impossible
Adj_to	impossible
Adj_to	important
Adj_to	reasonable
Adj_to	easy
Adj_to	surprising
Adj_to	difficult
Adj_to	easy
Adj_to	easy
Adj_to	possible
Adj_to	easy
Adj_to	vital
Adj_to	possible
Adj_to	possible
Adj_to	hard
Adj_to	enough
Adj_to	interesting
Adj_to	important
Adj_to	necessary
Adj_to	acceptable
Adj_to	interesting
Adj_to	interesting
Adj_to	important
Adj_to	worthwhile
Adj_to	important
Adj_to	possible
Adj_to	important
Adj_to	important
Adj_to	interesting
Adj_to	possible
Adj_to	important
Adj_to	difficult
Adj_to	easy
Adj_to	possible
Adj_to	silly
Adj_to	unrealistic
Adj_to	possible
Adj_to	easy
Adj_to	difficult
Adj_to	important
Adj_to	appropriate
Adj_to	important
Adj_to	unnecessary
Adj_to	impossible
Adj_to	impermissible
Adj_to	problematic
Adj_to	sufficient
Adj_to	difficult
Adj_to	easy
Adj_to	necessary
Adj_to	necessary
Adj_to	necessary
Adj_to	necessary
Adj_to	necessary
Adj_to	important
Adj_to	important
Adj_to	understandable
Adj_to	possible
Adj_to	necessary
Adj_to	useful
Adj_to	imperative
